,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
737,41,1.0,0.0,549,0.0,7,2,0.0,1,1025,4,1.0,42,3,2,0.0,3,0.0,5003,23371,6,1.0,1.0,14,3,2,80,0,8,6,3,2,2,2,1
738,39,1.0,0.0,466,0.0,1,1,0.0,1,1026,4,1.0,65,2,4,0.0,4,0.0,12742,7060,1,1.0,1.0,16,3,3,80,1,21,3,3,21,6,11,8
739,27,1.0,0.0,1055,0.0,2,4,0.0,1,1027,1,1.0,47,3,2,0.0,4,0.0,4227,4658,0,1.0,1.0,18,3,2,80,1,4,2,3,3,2,2,2
740,35,1.0,0.0,802,0.0,10,3,0.0,1,1028,2,0.0,45,3,1,0.0,4,1.0,3917,9541,1,1.0,1.0,20,4,1,80,1,3,4,2,3,2,1,2
741,42,1.0,0.0,265,0.0,5,2,0.0,1,1029,4,0.0,90,3,5,0.0,3,0.0,18303,7770,6,1.0,1.0,13,3,2,80,0,21,3,4,1,0,0,0
742,50,1.0,0.0,804,0.0,9,3,0.0,1,1030,1,0.0,64,3,1,0.0,4,0.0,2380,20165,4,1.0,1.0,18,3,2,80,0,8,5,3,1,0,0,0
743,59,1.0,0.0,715,0.0,2,3,0.0,1,1032,3,1.0,69,2,4,0.0,4,0.0,13726,21829,3,1.0,0.0,13,3,1,80,0,30,4,3,5,3,4,3
744,37,0.0,0.0,1141,0.0,11,2,0.0,1,1033,1,1.0,61,1,2,1.0,2,0.0,4777,14382,5,1.0,1.0,15,3,1,80,0,15,2,1,1,0,0,0
745,55,1.0,0.0,135,0.0,18,4,0.0,1,1034,3,0.0,62,3,2,1.0,2,0.0,6385,12992,3,1.0,0.0,14,3,4,80,2,17,3,3,8,7,6,7
746,41,1.0,1.0,247,0.0,7,1,0.0,1,1035,2,1.0,55,1,5,0.0,3,1.0,19973,20284,1,1.0,1.0,22,4,2,80,2,21,3,3,21,16,5,10
747,38,1.0,0.0,1035,0.0,3,4,0.0,1,1036,2,0.0,42,3,2,0.0,4,0.0,6861,4981,8,1.0,0.0,12,3,3,80,0,19,1,3,1,0,0,0
748,26,0.0,1.0,265,0.0,29,2,0.0,1,1037,2,0.0,79,1,2,0.0,1,0.0,4969,21813,8,1.0,1.0,18,3,4,80,0,7,6,3,2,2,2,2
749,52,0.0,0.0,266,0.0,2,1,0.0,1,1038,1,1.0,57,1,5,0.0,4,0.0,19845,25846,1,1.0,1.0,15,3,4,80,1,33,3,3,32,14,6,9
750,44,1.0,0.0,1448,0.0,28,3,0.0,1,1039,4,1.0,53,4,4,0.0,4,0.0,13320,11737,3,1.0,0.0,18,3,3,80,1,23,2,3,12,11,11,11
751,50,1.0,1.0,145,0.0,1,3,0.0,1,1040,4,1.0,95,3,2,0.0,3,0.0,6347,24920,0,1.0,1.0,12,3,1,80,1,19,3,3,18,7,0,13
752,36,0.0,0.0,885,0.0,16,4,0.0,1,1042,3,1.0,43,4,1,0.0,1,0.0,2743,8269,1,1.0,1.0,16,3,3,80,0,18,1,3,17,13,15,14
753,39,1.0,0.0,945,0.0,22,3,0.0,1,1043,4,1.0,82,3,3,0.0,1,0.0,10880,5083,1,1.0,0.0,13,3,3,80,0,21,2,3,21,6,2,8
754,33,1.0,1.0,1038,0.0,8,1,0.0,1,1044,2,1.0,88,2,1,0.0,4,0.0,2342,21437,0,1.0,1.0,19,3,4,80,0,3,2,2,2,2,2,2
755,45,1.0,0.0,1234,0.0,11,2,0.0,1,1045,4,1.0,90,3,4,0.0,4,0.0,17650,5404,3,1.0,1.0,13,3,2,80,1,26,4,4,9,3,1,1
756,32,1.0,1.0,1109,0.0,29,4,0.0,1,1046,4,1.0,69,3,1,0.0,3,0.0,4025,11135,9,1.0,1.0,12,3,2,80,0,10,2,3,8,7,7,7
757,34,1.0,0.0,216,0.0,1,4,0.0,1,1047,2,0.0,75,4,2,0.0,4,1.0,9725,12278,0,1.0,1.0,11,3,4,80,1,16,2,2,15,1,0,9
758,59,1.0,0.0,1089,0.0,1,2,0.0,1,1048,2,0.0,66,3,3,0.0,4,0.0,11904,11038,3,1.0,0.0,14,3,3,80,1,14,1,1,6,4,0,4
759,45,1.0,0.0,788,1.0,24,4,0.0,1,1049,2,0.0,36,3,1,0.0,2,0.0,2177,8318,1,1.0,1.0,16,3,1,80,0,6,3,3,6,3,0,4
760,53,1.0,0.0,124,0.0,2,3,0.0,1,1050,3,1.0,38,2,3,0.0,2,0.0,7525,23537,2,1.0,1.0,12,3,1,80,1,30,2,3,15,7,6,12
761,36,0.0,0.0,660,0.0,15,3,0.0,1,1052,1,0.0,81,3,2,0.0,3,1.0,4834,7858,7,1.0,1.0,14,3,2,80,1,9,3,2,1,0,0,0
762,26,0.0,0.0,342,0.0,2,3,0.0,1,1053,1,0.0,57,3,1,0.0,1,0.0,2042,15346,6,1.0,0.0,14,3,2,80,1,6,2,3,3,2,1,2
763,34,1.0,0.0,1333,0.0,10,4,0.0,1,1055,3,1.0,87,3,1,0.0,3,0.0,2220,18410,1,1.0,0.0,19,3,4,80,1,1,2,3,1,1,0,0
764,28,1.0,0.0,1144,0.0,10,1,0.0,1,1056,4,0.0,74,3,1,0.0,2,0.0,1052,23384,1,1.0,1.0,22,4,2,80,0,1,5,3,1,0,0,0
765,38,1.0,0.0,1186,0.0,3,4,0.0,1,1060,3,0.0,44,3,1,0.0,3,0.0,2821,2997,3,1.0,1.0,16,3,1,80,1,8,2,3,2,2,2,2
766,50,1.0,0.0,1464,0.0,2,4,0.0,1,1061,2,0.0,62,3,5,0.0,3,0.0,19237,12853,2,1.0,0.0,11,3,4,80,1,29,2,2,8,1,7,7
767,37,1.0,0.0,124,0.0,3,3,0.0,1,1062,4,1.0,35,3,2,1.0,2,0.0,4107,13848,3,1.0,1.0,15,3,1,80,0,8,3,2,4,3,0,1
768,40,1.0,0.0,300,0.0,26,3,0.0,1,1066,3,0.0,74,3,2,0.0,1,0.0,8396,22217,1,1.0,1.0,14,3,2,80,1,8,3,2,7,7,7,5
769,26,1.0,0.0,921,0.0,1,1,0.0,1,1068,1,1.0,66,2,1,0.0,3,1.0,2007,25265,1,1.0,1.0,13,3,3,80,2,5,5,3,5,3,1,3
770,46,1.0,0.0,430,0.0,1,4,0.0,1,1069,4,0.0,40,3,5,0.0,4,1.0,19627,21445,9,1.0,1.0,17,3,4,80,2,23,0,3,2,2,2,2
771,54,1.0,0.0,1082,0.0,2,4,0.0,1,1070,3,1.0,41,2,3,0.0,3,0.0,10686,8392,6,1.0,1.0,11,3,2,80,1,13,4,3,9,4,7,0
772,56,1.0,0.0,1240,0.0,9,3,0.0,1,1071,1,1.0,63,3,1,0.0,3,0.0,2942,12154,2,1.0,1.0,19,3,2,80,1,18,4,3,5,4,0,3
773,36,1.0,0.0,796,0.0,12,5,0.0,1,1073,4,1.0,51,2,3,0.0,4,0.0,8858,15669,0,1.0,1.0,11,3,2,80,0,15,2,2,14,8,7,8
774,55,1.0,1.0,444,0.0,2,1,0.0,1,1074,3,0.0,40,2,4,0.0,1,0.0,16756,17323,7,1.0,1.0,15,3,2,80,0,31,3,4,9,7,6,2
775,43,1.0,0.0,415,0.0,25,3,0.0,1,1076,3,0.0,79,2,3,0.0,4,1.0,10798,5268,5,1.0,1.0,13,3,3,80,1,18,5,3,1,0,0,0
776,20,0.0,0.0,769,0.0,9,3,0.0,1,1077,4,1.0,54,3,1,0.0,4,0.0,2323,17205,1,1.0,0.0,14,3,2,80,0,2,3,3,2,2,0,2
777,21,0.0,0.0,1334,0.0,10,3,0.0,1,1079,3,1.0,36,2,1,0.0,1,0.0,1416,17258,1,1.0,1.0,13,3,1,80,0,1,6,2,1,0,1,0
778,46,1.0,0.0,1003,0.0,8,4,0.0,1,1080,4,1.0,74,2,2,0.0,1,1.0,4615,21029,8,1.0,0.0,23,4,1,80,3,19,2,3,16,13,1,7
779,51,0.0,0.0,1323,0.0,4,4,0.0,1,1081,1,0.0,34,3,1,0.0,3,0.0,2461,10332,9,1.0,0.0,12,3,3,80,3,18,2,4,10,0,2,7
780,28,0.0,1.0,1366,0.0,24,2,0.0,1,1082,2,0.0,72,2,3,1.0,1,0.0,8722,12355,1,1.0,1.0,12,3,1,80,0,10,2,2,10,7,1,9
781,26,1.0,0.0,192,0.0,1,2,0.0,1,1083,1,0.0,59,2,1,0.0,1,0.0,3955,11141,1,1.0,1.0,16,3,1,80,2,6,2,3,5,3,1,3
782,30,1.0,0.0,1176,0.0,20,3,0.0,1,1084,3,0.0,85,3,2,0.0,1,0.0,9957,9096,0,1.0,1.0,15,3,3,80,1,7,1,2,6,2,0,2
783,41,1.0,0.0,509,0.0,7,2,0.0,1,1085,2,1.0,43,4,1,0.0,3,0.0,3376,18863,1,1.0,1.0,13,3,3,80,0,10,3,3,10,6,0,8
784,38,1.0,0.0,330,0.0,17,1,0.0,1,1088,3,1.0,65,2,3,1.0,3,0.0,8823,24608,0,1.0,1.0,18,3,1,80,1,20,4,2,19,9,1,9
785,40,1.0,0.0,1492,0.0,20,4,0.0,1,1092,1,0.0,61,3,3,1.0,4,0.0,10322,26542,4,1.0,1.0,20,4,4,80,1,14,6,3,11,10,11,1
786,27,1.0,1.0,1277,0.0,8,5,0.0,1,1094,1,0.0,87,1,1,0.0,3,0.0,4621,5869,1,1.0,1.0,19,3,4,80,3,3,4,3,3,2,1,2
787,55,1.0,0.0,1091,0.0,2,1,0.0,1,1096,4,0.0,65,3,3,0.0,2,0.0,10976,15813,3,1.0,1.0,18,3,2,80,1,23,4,3,3,2,1,2
788,28,1.0,0.0,857,0.0,10,3,0.0,1,1097,3,1.0,59,3,2,0.0,3,0.0,3660,7909,3,1.0,1.0,13,3,4,80,0,10,4,4,8,7,1,7
789,44,0.0,0.0,1376,1.0,1,2,0.0,1,1098,2,0.0,91,2,3,0.0,1,0.0,10482,2326,9,1.0,1.0,14,3,4,80,1,24,1,3,20,6,3,6
790,33,1.0,0.0,654,0.0,5,3,0.0,1,1099,4,0.0,34,2,3,1.0,4,1.0,7119,21214,4,1.0,1.0,15,3,3,80,1,9,2,3,3,2,1,2
791,35,0.0,0.0,1204,0.0,4,3,0.0,1,1100,4,0.0,86,3,3,0.0,1,0.0,9582,10333,0,1.0,0.0,22,4,1,80,0,9,2,3,8,7,4,7
792,33,0.0,0.0,827,0.0,29,4,0.0,1,1101,1,1.0,54,2,2,0.0,3,0.0,4508,3129,1,1.0,1.0,22,4,2,80,0,14,4,3,13,7,3,8
793,28,1.0,0.0,895,0.0,15,2,0.0,1,1102,1,0.0,50,3,1,0.0,3,1.0,2207,22482,1,1.0,1.0,16,3,4,80,1,4,5,2,4,2,2,2
794,34,1.0,0.0,618,0.0,3,1,0.0,1,1103,1,0.0,45,3,2,1.0,4,0.0,7756,22266,0,1.0,1.0,17,3,3,80,0,7,1,2,6,2,0,4
795,37,1.0,0.0,309,0.0,10,4,0.0,1,1105,4,1.0,88,2,2,0.0,4,1.0,6694,24223,2,1.0,0.0,14,3,3,80,3,8,5,3,1,0,0,0
796,25,0.0,0.0,1219,0.0,4,1,0.0,1,1106,4,0.0,32,3,1,0.0,4,0.0,3691,4605,1,1.0,0.0,15,3,2,80,1,7,3,4,7,7,5,6
797,26,0.0,0.0,1330,0.0,21,3,0.0,1,1107,1,0.0,37,3,1,0.0,3,1.0,2377,19373,1,1.0,1.0,20,4,3,80,1,1,0,2,1,1,0,0
798,33,0.0,0.0,1017,0.0,25,3,0.0,1,1108,1,0.0,55,2,1,0.0,2,0.0,2313,2993,4,1.0,0.0,20,4,2,80,0,5,0,3,2,2,2,2
799,42,1.0,0.0,469,0.0,2,2,0.0,1,1109,4,0.0,35,3,4,0.0,1,0.0,17665,14399,0,1.0,1.0,17,3,4,80,1,23,3,3,22,6,13,7
800,28,0.0,0.0,1009,0.0,1,3,0.0,1,1111,1,0.0,45,2,1,0.0,2,1.0,2596,7160,1,1.0,1.0,15,3,1,80,2,1,2,3,1,0,0,0
801,50,0.0,0.0,959,0.0,1,4,0.0,1,1113,4,0.0,81,3,2,0.0,3,0.0,4728,17251,3,1.0,0.0,14,3,4,80,0,5,4,3,0,0,0,0
802,33,1.0,0.0,970,0.0,7,3,0.0,1,1114,4,1.0,30,3,2,0.0,2,0.0,4302,13401,0,1.0,1.0,17,3,3,80,1,4,3,3,3,2,0,2
803,34,1.0,1.0,697,0.0,3,4,0.0,1,1115,3,0.0,40,2,1,0.0,4,0.0,2979,22478,3,1.0,1.0,17,3,4,80,3,6,2,3,0,0,0,0
804,48,1.0,1.0,1262,0.0,1,4,0.0,1,1116,1,0.0,35,4,4,0.0,4,0.0,16885,16154,2,1.0,1.0,22,4,3,80,0,27,3,2,5,4,2,1
805,45,1.0,1.0,1050,0.0,9,4,0.0,1,1117,2,1.0,65,2,2,0.0,3,0.0,5593,17970,1,1.0,1.0,13,3,4,80,1,15,2,3,15,10,4,12
806,52,1.0,0.0,994,0.0,7,4,0.0,1,1118,2,0.0,87,3,3,1.0,2,0.0,10445,15322,7,1.0,1.0,19,3,4,80,0,18,4,3,8,6,4,0
807,38,1.0,0.0,770,0.0,10,4,0.0,1,1119,3,0.0,73,2,3,0.0,3,1.0,8740,5569,0,1.0,0.0,14,3,2,80,2,9,2,3,8,7,2,7
808,29,1.0,0.0,1107,0.0,28,4,0.0,1,1120,3,1.0,93,3,1,0.0,4,1.0,2514,26968,4,1.0,1.0,22,4,1,80,1,11,1,3,7,5,1,7
809,28,1.0,0.0,950,0.0,3,3,0.0,1,1121,4,1.0,93,3,3,0.0,2,1.0,7655,8039,0,1.0,1.0,17,3,2,80,3,10,3,2,9,7,1,7
810,46,1.0,0.0,406,0.0,3,1,0.0,1,1124,1,0.0,52,3,4,0.0,3,0.0,17465,15596,3,1.0,1.0,12,3,4,80,1,23,3,3,12,9,4,9
811,38,1.0,0.0,130,0.0,2,2,0.0,1,1125,4,0.0,32,3,3,0.0,2,0.0,7351,20619,7,1.0,1.0,16,3,3,80,0,10,2,3,1,0,0,0
812,43,1.0,0.0,1082,0.0,27,3,0.0,1,1126,3,1.0,83,3,3,0.0,1,0.0,10820,11535,8,1.0,1.0,11,3,3,80,1,18,1,3,8,7,0,1
813,39,0.0,0.0,203,0.0,2,3,0.0,1,1127,1,0.0,84,3,4,1.0,4,1.0,12169,13547,7,1.0,1.0,11,3,4,80,3,21,4,3,18,7,11,5
814,40,1.0,0.0,1308,0.0,14,3,0.0,1,1128,3,0.0,44,2,5,0.0,3,0.0,19626,17544,1,1.0,1.0,14,3,1,80,0,21,2,4,20,7,4,9
815,21,1.0,0.0,984,0.0,1,1,0.0,1,1131,4,1.0,70,2,1,0.0,2,0.0,2070,25326,1,1.0,0.0,11,3,3,80,0,2,6,4,2,2,2,2
816,39,1.0,1.0,439,0.0,9,3,0.0,1,1132,3,0.0,70,3,2,0.0,2,0.0,6782,8770,9,1.0,1.0,15,3,3,80,0,9,2,2,5,4,0,3
817,36,1.0,1.0,217,0.0,18,4,0.0,1,1133,1,0.0,78,3,2,0.0,4,0.0,7779,23238,2,1.0,1.0,20,4,1,80,0,18,0,3,11,9,0,9
818,31,1.0,0.0,793,0.0,20,3,0.0,1,1135,3,0.0,67,4,1,0.0,4,0.0,2791,21981,0,1.0,1.0,12,3,1,80,1,3,4,3,2,2,2,2
819,28,1.0,0.0,1451,0.0,2,1,0.0,1,1136,1,0.0,67,2,1,0.0,2,0.0,3201,19911,0,1.0,1.0,17,3,1,80,0,6,2,1,5,3,0,4
820,35,1.0,0.0,1182,0.0,11,2,0.0,1,1137,4,0.0,54,3,2,0.0,4,1.0,4968,18500,1,1.0,1.0,11,3,4,80,1,5,3,3,5,2,0,2
821,49,1.0,0.0,174,0.0,8,4,0.0,1,1138,4,0.0,56,2,4,0.0,2,0.0,13120,11879,6,1.0,1.0,17,3,2,80,1,22,3,3,9,8,2,3
822,34,1.0,0.0,1003,0.0,2,2,0.0,1,1140,4,0.0,95,3,2,0.0,3,0.0,4033,15834,2,1.0,1.0,11,3,4,80,0,5,3,2,3,2,0,2
823,29,1.0,0.0,490,0.0,10,3,0.0,1,1143,4,1.0,61,3,1,0.0,2,1.0,3291,17940,0,1.0,1.0,14,3,4,80,2,8,2,2,7,5,1,1
824,42,1.0,0.0,188,0.0,29,3,0.0,1,1148,2,0.0,56,1,2,0.0,4,0.0,4272,9558,4,1.0,1.0,19,3,1,80,0,16,3,3,1,0,0,0
825,29,1.0,0.0,718,0.0,8,1,0.0,1,1150,2,0.0,79,2,2,0.0,4,0.0,5056,17689,1,1.0,0.0,15,3,3,80,1,10,2,2,10,7,1,2
826,38,1.0,0.0,433,1.0,1,3,1.0,1,1152,3,0.0,37,4,1,0.0,3,0.0,2844,6004,1,1.0,1.0,13,3,4,80,1,7,2,4,7,6,5,0
827,28,1.0,0.0,773,0.0,6,3,0.0,1,1154,3,0.0,39,2,1,0.0,3,1.0,2703,22088,1,1.0,0.0,14,3,4,80,1,3,2,3,3,1,0,2
828,18,0.0,1.0,247,0.0,8,1,0.0,1,1156,3,0.0,80,3,1,0.0,3,0.0,1904,13556,1,1.0,1.0,12,3,4,80,0,0,0,3,0,0,0,0
829,33,0.0,0.0,603,0.0,9,4,0.0,1,1157,1,1.0,77,3,2,0.0,1,0.0,8224,18385,0,1.0,0.0,17,3,1,80,0,6,3,3,5,2,0,3
830,41,1.0,0.0,167,0.0,12,4,0.0,1,1158,2,0.0,46,3,1,0.0,4,0.0,4766,9051,3,1.0,0.0,11,3,1,80,1,6,4,3,1,0,0,0
831,31,0.0,0.0,874,0.0,15,3,0.0,1,1160,3,0.0,72,3,1,0.0,3,0.0,2610,6233,1,1.0,1.0,12,3,3,80,1,2,5,2,2,2,2,2
832,37,1.0,0.0,367,0.0,25,2,0.0,1,1161,3,1.0,52,2,2,1.0,4,1.0,5731,17171,7,1.0,1.0,13,3,3,80,2,9,2,3,6,2,1,3
833,27,1.0,0.0,199,0.0,6,3,0.0,1,1162,4,0.0,55,2,1,0.0,3,0.0,2539,7950,1,1.0,1.0,13,3,3,80,1,4,0,3,4,2,2,2
834,34,1.0,0.0,1400,0.0,9,1,0.0,1,1163,2,1.0,70,3,2,0.0,3,0.0,5714,5829,1,1.0,1.0,20,4,1,80,0,6,3,2,6,5,1,3
835,35,1.0,0.0,528,1.0,8,4,0.0,1,1164,3,0.0,100,3,1,0.0,3,0.0,4323,7108,1,1.0,1.0,17,3,2,80,0,6,2,1,5,4,1,4
836,29,0.0,0.0,408,0.0,23,1,0.0,1,1165,4,1.0,45,2,3,0.0,1,0.0,7336,11162,1,1.0,1.0,13,3,1,80,1,11,3,1,11,8,3,10
837,40,1.0,0.0,593,0.0,9,4,0.0,1,1166,2,1.0,88,3,3,0.0,3,0.0,13499,13782,9,1.0,1.0,17,3,3,80,0,20,3,2,18,7,2,13
838,42,0.0,0.0,481,0.0,12,3,0.0,1,1167,3,0.0,44,3,4,0.0,1,0.0,13758,2447,0,1.0,0.0,12,3,2,80,0,22,2,2,21,9,13,14
839,42,1.0,0.0,647,0.0,4,4,0.0,1,1171,2,0.0,45,3,2,0.0,1,0.0,5155,2253,7,1.0,1.0,13,3,4,80,0,9,3,4,6,4,1,5
840,35,1.0,0.0,982,0.0,1,4,0.0,1,1172,4,0.0,58,2,1,0.0,3,0.0,2258,16340,6,1.0,1.0,12,3,2,80,1,10,2,3,8,0,1,7
841,24,1.0,0.0,477,0.0,24,3,0.0,1,1173,4,0.0,49,3,1,0.0,2,0.0,3597,6409,8,1.0,1.0,22,4,4,80,0,6,2,3,4,3,1,2
842,28,0.0,0.0,1485,0.0,12,1,0.0,1,1175,3,1.0,79,3,1,0.0,4,0.0,2515,22955,1,1.0,0.0,11,3,4,80,0,1,4,2,1,1,0,0
843,26,1.0,0.0,1384,0.0,3,4,0.0,1,1177,1,0.0,82,4,1,0.0,4,0.0,4420,13421,1,1.0,1.0,22,4,2,80,1,8,2,3,8,7,0,7
844,30,1.0,0.0,852,0.0,10,3,0.0,1,1179,3,0.0,72,2,2,0.0,3,0.0,6578,2706,1,1.0,1.0,18,3,1,80,1,10,3,3,10,3,1,4
845,40,1.0,0.0,902,0.0,26,2,0.0,1,1180,3,1.0,92,2,2,0.0,4,0.0,4422,21203,3,1.0,0.0,13,3,4,80,1,16,3,1,1,1,0,0
846,35,1.0,0.0,819,0.0,2,3,0.0,1,1182,3,0.0,44,2,3,0.0,2,1.0,10274,19588,2,1.0,1.0,18,3,2,80,1,15,2,4,7,7,6,4
847,34,1.0,0.0,669,0.0,1,3,0.0,1,1184,4,0.0,97,2,2,1.0,1,0.0,5343,25755,0,1.0,1.0,20,4,3,80,0,14,3,3,13,9,4,9
848,35,1.0,0.0,636,0.0,4,4,0.0,1,1185,4,0.0,47,2,1,0.0,4,0.0,2376,26537,1,1.0,1.0,13,3,2,80,1,2,2,4,2,2,2,2
849,43,0.0,0.0,1372,0.0,9,3,0.0,1,1188,1,1.0,85,1,2,0.0,3,0.0,5346,9489,8,1.0,1.0,13,3,2,80,0,7,2,2,4,3,1,3
850,32,1.0,1.0,862,0.0,2,1,0.0,1,1190,3,1.0,76,3,1,0.0,1,1.0,2827,14947,1,1.0,1.0,12,3,3,80,3,1,3,3,1,0,0,0
851,56,1.0,0.0,718,0.0,4,4,0.0,1,1191,4,1.0,92,3,5,0.0,1,1.0,19943,18575,4,1.0,1.0,13,3,4,80,1,28,2,3,5,2,4,2
852,29,1.0,0.0,1401,0.0,6,1,0.0,1,1192,2,1.0,54,3,1,0.0,4,0.0,3131,26342,1,1.0,1.0,13,3,1,80,1,10,5,3,10,8,0,8
853,19,1.0,0.0,645,0.0,9,2,0.0,1,1193,3,0.0,54,3,1,0.0,1,0.0,2552,7172,1,1.0,1.0,25,4,3,80,0,1,4,3,1,1,0,0
854,45,1.0,0.0,1457,0.0,7,3,0.0,1,1195,1,1.0,83,3,1,0.0,3,0.0,4477,20100,4,1.0,0.0,19,3,3,80,1,7,2,2,3,2,0,2
855,37,1.0,0.0,977,0.0,1,3,0.0,1,1196,4,1.0,56,2,2,0.0,4,0.0,6474,9961,1,1.0,1.0,13,3,2,80,1,14,2,2,14,8,3,11
856,20,1.0,0.0,805,0.0,3,3,0.0,1,1198,1,0.0,87,2,1,0.0,3,0.0,3033,12828,1,1.0,1.0,12,3,1,80,0,2,2,2,2,2,1,2
857,44,0.0,0.0,1097,0.0,10,4,0.0,1,1200,3,0.0,96,3,1,0.0,3,0.0,2936,10826,1,1.0,0.0,11,3,3,80,0,6,4,3,6,4,0,2
858,53,1.0,0.0,1223,0.0,7,2,0.0,1,1201,4,1.0,50,3,5,0.0,3,1.0,18606,18640,3,1.0,1.0,18,3,2,80,1,26,6,3,7,7,4,7
859,29,1.0,0.0,942,0.0,15,1,0.0,1,1202,2,1.0,69,1,1,0.0,4,0.0,2168,26933,0,1.0,0.0,18,3,1,80,1,6,2,2,5,4,1,3
860,22,0.0,0.0,1256,0.0,3,4,0.0,1,1203,3,0.0,48,2,1,0.0,4,0.0,2853,4223,0,1.0,0.0,11,3,2,80,1,1,5,3,0,0,0,0
861,46,1.0,0.0,1402,0.0,2,3,0.0,1,1204,3,1.0,69,3,4,0.0,1,0.0,17048,24097,8,1.0,1.0,23,4,1,80,0,28,2,3,26,15,15,9
862,44,1.0,1.0,111,0.0,17,3,0.0,1,1206,4,0.0,74,1,1,0.0,3,0.0,2290,4279,2,1.0,1.0,13,3,4,80,0,6,3,3,0,0,0,0
863,33,1.0,0.0,147,1.0,2,3,1.0,1,1207,2,0.0,99,3,1,0.0,3,0.0,3600,8429,1,1.0,1.0,13,3,4,80,1,5,2,3,5,4,1,4
864,41,0.0,1.0,906,0.0,5,2,0.0,1,1210,1,0.0,95,2,1,0.0,1,1.0,2107,20293,6,1.0,1.0,17,3,1,80,1,5,2,1,1,0,0,0
865,30,1.0,0.0,1329,0.0,29,4,0.0,1,1211,3,0.0,61,3,2,0.0,1,1.0,4115,13192,8,1.0,1.0,19,3,3,80,3,8,3,3,4,3,0,3
866,40,1.0,0.0,1184,0.0,2,4,0.0,1,1212,2,0.0,62,3,2,0.0,2,0.0,4327,25440,5,1.0,1.0,12,3,4,80,3,5,2,3,0,0,0,0
867,50,1.0,0.0,1421,0.0,2,3,0.0,1,1215,4,1.0,30,3,4,0.0,1,0.0,17856,9490,2,1.0,1.0,22,4,3,80,1,32,3,3,2,2,2,2
868,28,1.0,0.0,1179,0.0,19,4,0.0,1,1216,4,0.0,78,2,1,0.0,1,0.0,3196,12449,1,1.0,1.0,12,3,3,80,3,6,2,3,6,5,3,3
869,46,1.0,0.0,1450,0.0,15,2,0.0,1,1217,4,0.0,52,3,5,0.0,2,0.0,19081,10849,5,1.0,1.0,11,3,1,80,1,25,2,3,4,2,0,3
870,35,1.0,0.0,1361,0.0,17,4,0.0,1,1218,3,0.0,94,3,2,0.0,1,0.0,8966,21026,3,1.0,0.0,15,3,4,80,3,15,2,3,7,7,1,7
871,24,0.0,0.0,984,0.0,17,2,0.0,1,1219,4,1.0,97,3,1,0.0,2,0.0,2210,3372,1,1.0,1.0,13,3,1,80,1,1,3,1,1,0,0,0
872,33,1.0,0.0,1146,0.0,25,3,0.0,1,1220,2,1.0,82,3,2,0.0,3,0.0,4539,4905,1,1.0,1.0,12,3,1,80,1,10,3,2,10,7,0,1
873,36,1.0,0.0,917,0.0,6,4,0.0,1,1221,3,0.0,60,1,1,0.0,3,1.0,2741,6865,1,1.0,1.0,14,3,3,80,1,7,4,3,7,7,1,7
874,30,1.0,0.0,853,0.0,7,4,0.0,1,1224,3,0.0,49,3,2,0.0,3,1.0,3491,11309,1,1.0,1.0,13,3,1,80,3,10,4,2,10,7,8,9
875,44,1.0,0.0,200,0.0,29,4,0.0,1,1225,4,0.0,32,3,2,0.0,4,0.0,4541,7744,1,1.0,1.0,25,4,2,80,0,20,3,3,20,11,13,17
876,20,1.0,0.0,654,0.0,21,3,0.0,1,1226,3,0.0,43,4,1,0.0,4,0.0,2678,5050,1,1.0,1.0,17,3,4,80,0,2,2,3,2,1,2,2
877,46,1.0,0.0,150,0.0,2,4,0.0,1,1228,4,0.0,60,3,2,0.0,4,1.0,7379,17433,2,1.0,1.0,11,3,3,80,1,12,3,2,6,3,1,4
878,42,1.0,1.0,179,1.0,2,5,0.0,1,1231,4,0.0,79,4,2,0.0,1,0.0,6272,12858,7,1.0,1.0,16,3,1,80,1,10,3,4,4,3,0,3
879,60,1.0,0.0,696,0.0,7,4,0.0,1,1233,2,0.0,52,4,2,0.0,4,1.0,5220,10893,0,1.0,0.0,18,3,2,80,1,12,3,3,11,7,1,9
880,32,1.0,0.0,116,0.0,13,3,0.0,1,1234,3,1.0,77,2,1,0.0,2,0.0,2743,7331,1,1.0,1.0,20,4,3,80,1,2,2,3,2,2,2,2
881,32,1.0,0.0,1316,0.0,2,2,0.0,1,1235,4,1.0,38,3,2,0.0,3,0.0,4998,2338,4,1.0,0.0,14,3,4,80,0,10,2,3,8,7,0,7
882,36,1.0,0.0,363,0.0,1,3,0.0,1,1237,3,1.0,77,1,3,0.0,1,1.0,10252,4235,2,1.0,0.0,21,4,3,80,1,17,2,3,7,7,7,7
